s,t,V_theoretical,mc_mean,mc_std,mc_p50,mc_p90,mc_p99,success_rate
17,52,3.9052367210388184,3.8570001125335693,2.72039532661438,3.0,7.0,14.0,1.0
17,53,4.969964504241943,4.889999866485596,3.3436357975006104,4.0,9.0,16.0,1.0
17,54,3.769087553024292,3.750999927520752,2.164947748184204,3.0,7.0,10.0,1.0
17,55,3.823822021484375,3.6730000972747803,2.4515445232391357,3.0,7.0,12.010000228881836,1.0
17,56,3.8875558376312256,3.8510000705718994,2.3905646800994873,3.0,7.0,12.010000228881836,1.0
17,57,4.480218887329102,4.441999912261963,2.8458101749420166,4.0,8.0,13.010000228881836,1.0
17,58,3.3576407432556152,3.444999933242798,2.079176664352417,3.0,6.0,11.0,1.0
17,59,4.436127662658691,4.482999801635742,2.8354384899139404,4.0,8.0,13.010000228881836,1.0
17,60,3.487301826477051,3.4769999980926514,2.3050966262817383,3.0,6.0,12.0,1.0
17,61,4.326937198638916,4.34499979019165,2.8719286918640137,4.0,8.0,15.010000228881836,1.0
17,62,3.3064849376678467,3.3269999027252197,2.0605995655059814,3.0,5.0,11.010000228881836,1.0
17,63,3.802692413330078,3.805999994277954,2.4597487449645996,3.0,7.0,12.0,1.0
17,64,1.4512965679168701,1.440000057220459,0.6437390446662903,1.0,2.0,3.009999990463257,1.0
18,0,41.953243255615234,42.71500015258789,28.727127075195312,37.0,80.0,138.02000427246094,1.0
18,1,29.31732940673828,28.91900062561035,19.411296844482422,24.0,55.0,91.01000213623047,1.0
18,2,19.478734970092773,19.048999786376953,15.652813911437988,16.0,38.0,75.0,1.0
18,3,17.37702751159668,17.172000885009766,13.844869613647461,13.0,35.0,65.02999877929688,1.0
18,4,9.71977710723877,9.338000297546387,6.970348358154297,7.5,19.0,32.0099983215332,1.0
18,5,8.502695083618164,8.583999633789062,7.151849269866943,7.0,18.0,33.0099983215332,1.0
18,6,6.33260440826416,5.999000072479248,4.710732460021973,5.0,12.0,21.0,1.0
18,7,4.843698501586914,4.690000057220459,3.9544785022735596,3.0,9.0,20.0,1.0
18,8,4.138835906982422,4.104000091552734,3.4341204166412354,3.0,8.0,17.0,1.0
18,9,5.525811195373535,5.5279998779296875,4.629169940948486,4.0,11.0,21.030000686645508,1.0
18,10,3.273620367050171,3.3380000591278076,2.8181121349334717,2.0,7.0,14.010000228881836,1.0
18,11,4.719058990478516,4.71999979019165,3.8840184211730957,4.0,9.0,18.010000228881836,1.0
18,12,3.3582262992858887,3.3010001182556152,2.6180906295776367,3.0,6.0,13.0,1.0
18,13,4.505760669708252,4.568999767303467,3.6656839847564697,4.0,9.0,18.010000228881836,1.0
18,14,3.471515655517578,3.625,2.9897115230560303,3.0,7.0,15.0,1.0
18,15,3.8804099559783936,3.7309999465942383,3.0124142169952393,3.0,8.0,15.0,1.0
18,16,3.9263486862182617,3.7230000495910645,3.0893805027008057,3.0,8.0,14.0,1.0
18,17,4.496901988983154,4.380000114440918,3.9715991020202637,3.0,10.0,20.0,1.0
18,19,4.609594821929932,4.604000091552734,4.375063896179199,3.0,10.0,21.0,1.0
18,20,4.0130109786987305,3.9210000038146973,3.1589174270629883,3.0,8.0,15.020000457763672,1.0
18,21,5.201723098754883,5.2779998779296875,4.86854362487793,4.0,12.0,21.0,1.0
18,22,4.583026885986328,4.913000106811523,4.253637313842773,4.0,11.0,20.0,1.0
18,23,4.327144145965576,4.275000095367432,3.3813276290893555,3.0,9.0,16.0,1.0
18,24,4.379558563232422,4.35699987411499,3.633668899536133,3.0,9.0,18.0,1.0
18,25,5.596808433532715,5.546999931335449,4.435288906097412,4.0,12.0,21.0,1.0
18,26,3.977200508117676,3.927999973297119,2.8200738430023193,3.0,8.0,13.010000228881836,1.0
18,27,5.3942646980285645,5.460999965667725,4.205291748046875,4.0,11.0,20.0,1.0
18,28,3.6124203205108643,3.559000015258789,2.4812333583831787,3.0,7.0,12.0,1.0
18,29,5.095699787139893,4.9730000495910645,4.141288757324219,4.0,11.0,20.010000228881836,1.0
18,30,4.6120524406433105,4.630000114440918,3.5348408222198486,4.0,9.0,18.0,1.0
18,31,3.6963794231414795,3.6570000648498535,2.6880013942718506,3.0,7.0,14.0,1.0
18,32,4.687103748321533,4.5960001945495605,3.691988945007324,4.0,9.0,18.010000228881836,1.0
18,33,5.6533942222595215,5.479000091552734,4.290869235992432,4.0,11.0,21.010000228881836,1.0
18,34,3.6503236293792725,3.799999952316284,2.4702227115631104,3.0,7.0,13.0,1.0
18,35,4.826430797576904,4.816999912261963,3.823024034500122,4.0,10.0,18.010000228881836,1.0
18,36,3.6775782108306885,3.694999933242798,2.7334914207458496,3.0,7.0,14.0,1.0
18,37,5.071357727050781,5.080999851226807,3.8882436752319336,4.0,10.0,18.0,1.0
18,38,4.192554473876953,4.1579999923706055,2.8953473567962646,3.0,8.0,13.0,1.0
18,39,4.212331771850586,4.309999942779541,3.337648868560791,3.0,9.0,15.010000228881836,1.0
18,40,3.9773809909820557,3.934000015258789,2.9758434295654297,3.0,8.0,14.010000228881836,1.0
18,41,5.48016357421875,5.53000020980835,4.876381874084473,4.0,12.0,23.0,1.0
18,42,3.705152750015259,3.757999897003174,2.9643609523773193,3.0,8.0,14.0,1.0
18,43,5.021569728851318,4.934000015258789,3.705893039703369,4.0,9.0,17.010000228881836,1.0
18,44,3.7478742599487305,3.756999969482422,2.844635486602783,3.0,7.0,14.010000228881836,1.0
18,45,5.578929901123047,5.556000232696533,4.193192481994629,4.0,11.0,21.0,1.0
18,46,4.294163227081299,4.256999969482422,3.101120948791504,3.0,8.0,15.0,1.0
18,47,4.220175743103027,4.126999855041504,2.8388149738311768,3.0,8.0,14.0,1.0
18,48,4.156854629516602,4.21999979019165,2.6056861877441406,4.0,7.0,14.0,1.0
18,49,5.064515113830566,4.968999862670898,3.5022904872894287,4.0,9.100000381469727,17.0,1.0
18,50,3.628648519515991,3.6619999408721924,2.3566408157348633,3.0,7.0,11.0,1.0
18,51,5.063175201416016,4.956999778747559,3.1236438751220703,4.0,9.0,16.0,1.0
18,52,3.849032402038574,3.8440001010894775,2.84212327003479,3.0,7.099999904632568,13.010000228881836,1.0
18,53,5.193854808807373,5.254000186920166,3.5019257068634033,4.0,10.0,16.0,1.0
18,54,3.84187650680542,3.943000078201294,2.2750277519226074,3.0,7.0,12.0,1.0
18,55,3.928252935409546,4.004000186920166,2.5420432090759277,3.0,7.0,13.010000228881836,1.0
18,56,3.9463655948638916,3.888000011444092,2.5182247161865234,3.0,7.0,14.0,1.0
18,57,4.512413501739502,4.445000171661377,2.5308053493499756,4.0,8.0,13.0,1.0
18,58,3.3452746868133545,3.2909998893737793,1.9835118055343628,3.0,6.0,10.0,1.0
18,59,4.463881969451904,4.547999858856201,2.9033937454223633,4.0,8.0,15.0,1.0
18,60,3.477966785430908,3.5220000743865967,2.1539535522460938,3.0,6.0,12.0,1.0
18,61,4.439122200012207,4.4039998054504395,2.72814679145813,4.0,8.0,14.0,1.0
18,62,3.5680294036865234,3.6510000228881836,2.273587226867676,3.0,6.0,12.0,1.0
18,63,4.095008373260498,4.120999813079834,2.745971441268921,4.0,8.0,13.0,1.0
18,64,1.470707893371582,1.475000023841858,0.674814760684967,1.0,2.0,4.0,1.0
19,0,41.1594123840332,42.40800094604492,30.29513931274414,34.0,82.0999984741211,142.05999755859375,1.0
19,1,28.517013549804688,28.301000595092773,20.37391471862793,23.0,53.099998474121094,101.01000213623047,1.0
19,2,18.677852630615234,18.715999603271484,15.544624328613281,14.0,40.0,74.0,1.0
19,3,16.298086166381836,16.690000534057617,14.652026176452637,13.0,36.0,70.0199966430664,1.0
19,4,9.365833282470703,9.598999977111816,7.76828145980835,8.0,19.100000381469727,36.029998779296875,1.0
19,5,8.298465728759766,8.434000015258789,6.915319919586182,6.0,17.100000381469727,32.0,1.0
19,6,5.8759050369262695,5.723999977111816,5.034662246704102,4.0,13.0,23.0,1.0
19,7,4.026271343231201,3.9749999046325684,3.891834020614624,3.0,9.0,19.0,1.0
19,8,3.3507087230682373,3.367000102996826,3.1436142921447754,2.0,8.0,14.0,1.0
19,9,4.779656887054443,4.830999851226807,4.598743438720703,3.0,11.0,21.0,1.0
19,10,3.2321956157684326,3.132999897003174,2.7653772830963135,2.0,7.0,12.010000228881836,1.0
19,11,4.2490997314453125,4.140999794006348,3.918816089630127,3.0,9.0,17.010000228881836,1.0
19,12,3.1206626892089844,3.178999900817871,2.8856470584869385,2.0,7.0,13.010000228881836,1.0
19,13,4.020560264587402,3.9100000858306885,3.4307289123535156,3.0,8.0,16.0,1.0
19,14,3.2149124145507812,3.1619999408721924,2.687704563140869,2.0,7.0,12.0,1.0
19,15,3.588726758956909,3.6019999980926514,3.1986865997314453,3.0,8.0,15.0,1.0
19,16,3.6757638454437256,3.562000036239624,3.076711654663086,3.0,7.099999904632568,14.010000228881836,1.0
19,17,4.858328342437744,4.6539998054504395,4.133555889129639,3.0,10.0,19.010000228881836,1.0
19,18,2.794034957885742,2.8239998817443848,2.7355117797851562,2.0,6.0,14.0,1.0
19,20,2.3161120414733887,2.2639999389648438,2.2410497665405273,1.0,5.0,10.010000228881836,1.0
19,21,4.659036159515381,4.519999980926514,4.224878311157227,3.0,10.0,20.0,1.0
19,22,3.9203271865844727,3.8959999084472656,3.7562193870544434,3.0,8.100000381469727,20.010000228881836,1.0
19,23,3.7274906635284424,3.739000082015991,3.273969888687134,3.0,8.0,17.0,1.0
19,24,3.971139907836914,4.050000190734863,3.476707935333252,3.0,9.0,16.0,1.0
19,25,4.850682735443115,4.629000186920166,4.307361125946045,3.0,10.0,20.0,1.0
19,26,3.5721185207366943,3.6029999256134033,2.565422296524048,3.0,7.0,12.0,1.0
19,27,5.299437999725342,5.184000015258789,3.9668807983398438,4.0,10.0,19.0,1.0
19,28,3.8637654781341553,3.75,2.562713384628296,3.0,7.0,13.0,1.0
19,29,5.334585189819336,5.0920000076293945,3.8767948150634766,4.0,10.0,19.010000228881836,1.0
19,30,4.290498733520508,4.3379998207092285,3.382862091064453,4.0,9.0,15.0,1.0
19,31,3.447049140930176,3.443000078201294,2.587808132171631,3.0,7.0,12.0,1.0
19,32,4.368432998657227,4.4120001792907715,3.358609199523926,3.0,9.0,16.0,1.0
19,33,5.149640083312988,5.126999855041504,4.462832450866699,4.0,11.0,20.0,1.0
19,34,3.0334956645965576,3.010999917984009,2.082517623901367,2.0,6.0,10.010000228881836,1.0
19,35,4.42323637008667,4.396999835968018,3.6416194438934326,4.0,9.0,16.0,1.0
19,36,3.1010091304779053,3.1679999828338623,2.7527761459350586,2.0,7.0,15.0,1.0
19,37,4.740121841430664,4.605000019073486,3.615933656692505,4.0,9.0,19.0,1.0
19,38,3.5143496990203857,3.377000093460083,2.7815232276916504,3.0,7.0,12.0,1.0
19,39,3.6203360557556152,3.640000104904175,3.120640993118286,3.0,8.0,15.0,1.0
19,40,3.861553907394409,3.753999948501587,2.9260013103485107,3.0,8.0,14.0,1.0
19,41,4.799078464508057,4.489999771118164,4.48150634765625,3.0,10.0,21.0,1.0
19,42,3.5108189582824707,3.4690001010894775,2.7642428874969482,3.0,7.0,12.010000228881836,1.0
19,43,4.1791510581970215,4.113999843597412,3.742593288421631,3.0,9.0,17.0,1.0
19,44,3.651887893676758,3.6649999618530273,2.918008804321289,3.0,7.0,13.010000228881836,1.0
19,45,4.870577335357666,5.109000205993652,4.608591556549072,4.0,11.0,21.0,1.0
19,46,4.091970920562744,4.068999767303467,3.2643895149230957,3.0,8.0,16.0,1.0
19,47,3.8454208374023438,3.757999897003174,2.6190524101257324,3.0,7.0,12.0,1.0
19,48,3.9213333129882812,3.9749999046325684,2.785026788711548,3.0,8.0,13.010000228881836,1.0
19,49,4.919190406799316,4.728000164031982,3.5077080726623535,4.0,9.0,17.010000228881836,1.0
19,50,3.639413595199585,3.7060000896453857,2.3840224742889404,3.0,7.0,12.0,1.0
19,51,5.031742095947266,4.88100004196167,3.304971933364868,4.0,9.0,16.010000228881836,1.0
19,52,3.9971935749053955,4.257999897003174,3.308993101119995,3.0,8.0,16.0,1.0
19,53,5.030858039855957,5.021999835968018,3.444345474243164,4.0,9.0,16.0,1.0
19,54,3.534271478652954,3.515000104904175,2.346012592315674,3.0,6.0,12.0,1.0
19,55,3.756967067718506,3.693000078201294,2.267322540283203,3.0,6.0,12.0,1.0
19,56,3.7113723754882812,3.6480000019073486,2.4029347896575928,3.0,7.0,12.0,1.0
19,57,4.429592132568359,4.51200008392334,2.84778094291687,4.0,8.0,14.010000228881836,1.0
19,58,3.1221113204956055,3.061000108718872,1.9619580507278442,3.0,5.0,10.0,1.0
19,59,4.331606864929199,4.309000015258789,2.7938358783721924,4.0,8.0,14.0,1.0
19,60,3.238816022872925,3.2009999752044678,2.1082217693328857,3.0,6.0,11.0,1.0
19,61,4.253085613250732,4.230999946594238,2.4436936378479004,4.0,8.0,12.0,1.0
19,62,3.2798819541931152,3.380000114440918,1.7797752618789673,3.0,6.0,9.010000228881836,1.0
19,63,3.725170135498047,3.7200000286102295,2.5736355781555176,3.0,7.0,14.0,1.0
19,64,1.32633638381958,1.3279999494552612,0.6183979511260986,1.0,2.0,3.0,1.0
20,0,42.21084213256836,41.308998107910156,27.076845169067383,36.0,80.0,125.01000213623047,1.0
20,1,29.577444076538086,29.493999481201172,19.240528106689453,25.0,55.0,90.01000213623047,1.0
20,2,19.739099502563477,19.819000244140625,15.897679328918457,15.5,42.0,75.01000213623047,1.0
20,3,17.4008846282959,17.17300033569336,13.982170104980469,14.0,35.0,69.01000213623047,1.0
20,4,10.182206153869629,10.065999984741211,7.9524617195129395,8.0,19.100000381469727,39.02000045776367,1.0
20,5,8.822349548339844,8.717000007629395,6.933319091796875,7.0,17.0,34.0,1.0
20,6,6.525588035583496,6.406000137329102,5.1243696212768555,5.0,13.0,22.010000228881836,1.0
20,7,5.072793960571289,4.941999912261963,3.67704176902771,4.0,10.0,17.0,1.0
20,8,4.149810791015625,4.192999839782715,3.313570737838745,3.0,8.0,16.0,1.0
20,9,5.593296051025391,5.336999893188477,4.491929531097412,4.0,11.0,20.0,1.0
20,10,3.4398088455200195,3.4059998989105225,2.7754573822021484,3.0,7.0,13.010000228881836,1.0
20,11,4.118764877319336,4.020999908447266,3.6800215244293213,3.0,9.0,17.0,1.0
20,12,3.369386911392212,3.3459999561309814,2.6272199153900146,3.0,7.0,12.010000228881836,1.0
20,13,4.45940637588501,4.353000164031982,3.65846848487854,3.0,9.0,17.0,1.0
20,14,3.587562322616577,3.558000087738037,2.791171073913574,3.0,7.0,14.0,1.0
20,15,4.014340400695801,3.8570001125335693,2.983043909072876,3.0,8.0,15.0,1.0
20,16,3.926997661590576,4.039999961853027,3.4082841873168945,3.0,8.0,16.010000228881836,1.0
20,17,5.529990196228027,5.6519999504089355,4.781306743621826,4.0,11.100000381469727,23.010000228881836,1.0
20,18,4.176139831542969,4.177000045776367,3.3840315341949463,3.0,9.0,16.0,1.0
20,19,4.080029010772705,4.043000221252441,4.1435675621032715,2.0,9.0,21.0,1.0
20,21,4.326692581176758,4.236999988555908,4.195810794830322,3.0,10.0,19.0,1.0
20,22,4.218441009521484,4.275000095367432,3.8929903507232666,3.0,10.0,17.0,1.0
20,23,4.068819046020508,3.931999921798706,3.6325440406799316,3.0,9.0,17.0,1.0
20,24,4.249784469604492,4.355999946594238,3.7228033542633057,3.0,9.0,18.0,1.0
20,25,5.237538814544678,5.0970001220703125,4.528530597686768,4.0,11.0,23.0,1.0
20,26,3.7434604167938232,3.680999994277954,2.865525960922241,3.0,7.0,13.0,1.0
20,27,5.105204105377197,5.2170000076293945,4.070861339569092,4.0,11.0,19.0,1.0
20,28,3.4733223915100098,3.312999963760376,2.5544140338897705,3.0,6.0,14.0,1.0
20,29,5.17385196685791,5.123000144958496,3.9463744163513184,4.0,10.100000381469727,19.0,1.0
20,30,4.274350166320801,4.170000076293945,3.156437635421753,3.0,9.0,15.0,1.0
20,31,3.099130868911743,3.1659998893737793,2.4820241928100586,2.0,7.0,12.0,1.0
20,32,4.399389266967773,4.10699987411499,3.2816994190216064,3.0,8.0,16.0,1.0
20,33,5.360552787780762,5.255000114440918,4.295808792114258,4.0,11.0,20.010000228881836,1.0
20,34,3.3049614429473877,3.2360000610351562,2.619218111038208,2.0,7.0,11.0,1.0
20,35,4.860631465911865,4.906000137329102,3.8443679809570312,4.0,10.0,18.0,1.0
20,36,3.548915147781372,3.444999933242798,2.5602686405181885,3.0,7.0,12.0,1.0
20,37,4.901756763458252,4.927999973297119,3.60372257232666,4.0,10.0,16.010000228881836,1.0
20,38,4.146495342254639,4.208000183105469,2.9716553688049316,3.0,8.0,14.010000228881836,1.0
20,39,3.99475359916687,3.8529999256134033,2.928718328475952,3.0,8.0,14.0,1.0
20,40,3.9249651432037354,4.0289998054504395,3.046335220336914,3.0,8.0,14.010000228881836,1.0
20,41,5.614073276519775,5.617000102996826,4.669508457183838,4.0,11.0,24.0,1.0
20,42,3.5275681018829346,3.5450000762939453,2.9192421436309814,3.0,7.0,14.0,1.0
20,43,4.9735236167907715,4.941999912261963,3.773411750793457,4.0,10.0,18.0,1.0
20,44,3.5002143383026123,3.5899999141693115,2.7705414295196533,3.0,7.0,13.010000228881836,1.0
20,45,5.35850715637207,5.423999786376953,4.4109206199646,4.0,11.0,21.010000228881836,1.0
20,46,4.209711074829102,4.159999847412109,2.984694242477417,3.0,8.0,15.0,1.0
20,47,4.192277431488037,4.192999839782715,3.132690668106079,3.0,8.0,14.010000228881836,1.0
20,48,4.155411720275879,4.171999931335449,2.7900567054748535,4.0,7.0,14.010000228881836,1.0
20,49,5.086791038513184,5.176000118255615,3.5237796306610107,4.0,9.0,18.0,1.0
20,50,3.6908557415008545,3.7850000858306885,2.3913960456848145,3.0,7.0,12.0,1.0
20,51,5.08214807510376,5.113999843597412,3.563566207885742,4.0,10.0,16.0,1.0
20,52,3.9777235984802246,4.059000015258789,2.9609997272491455,3.0,8.0,14.010000228881836,1.0
20,53,5.070990562438965,4.9710001945495605,3.141362428665161,4.0,9.0,16.0,1.0
20,54,3.35807728767395,3.369999885559082,2.0107460021972656,3.0,6.0,11.0,1.0
20,55,3.487854242324829,3.497999906539917,2.097616672515869,3.0,6.0,10.0,1.0
20,56,3.735243082046509,3.684000015258789,2.36688494682312,3.0,7.0,12.0,1.0
20,57,4.573136329650879,4.5920000076293945,2.5964467525482178,4.0,8.0,13.010000228881836,1.0
20,58,3.283280849456787,3.3350000381469727,2.0121567249298096,3.0,6.0,11.0,1.0
20,59,4.32166862487793,4.432000160217285,2.933833122253418,4.0,8.0,14.0,1.0
20,60,3.3223042488098145,3.438999891281128,2.458918333053589,3.0,7.0,12.0,1.0
20,61,4.2805352210998535,4.421999931335449,2.6476244926452637,4.0,8.0,14.0,1.0
20,62,3.406639337539673,3.4609999656677246,2.1625168323516846,3.0,6.0,11.0,1.0
20,63,3.923893928527832,3.9539999961853027,2.593430995941162,3.0,7.0,12.010000228881836,1.0
20,64,1.396654486656189,1.4119999408721924,0.6084866523742676,1.0,2.0,3.0,1.0
21,0,41.18617630004883,41.28099822998047,28.103559494018555,34.0,77.0999984741211,138.0500030517578,1.0
21,1,28.544984817504883,28.632999420166016,20.90053367614746,23.0,56.0,101.04000091552734,1.0
21,2,18.70598030090332,18.481000900268555,16.520944595336914,14.0,38.0,73.04000091552734,1.0
21,3,16.373497009277344,16.145999908447266,14.614399909973145,12.5,35.0,66.01000213623047,1.0
21,4,9.99266529083252,9.866000175476074,7.956509113311768,8.0,20.100000381469727,39.0099983215332,1.0
21,5,8.838724136352539,9.128999710083008,7.719090461730957,7.0,19.0,37.0,1.0
21,6,6.377046585083008,6.24399995803833,4.936847686767578,5.0,12.100000381469727,23.0,1.0
21,7,4.8926897048950195,4.9029998779296875,4.106773376464844,4.0,10.0,19.0,1.0
21,8,4.024394989013672,4.044000148773193,3.1454830169677734,3.0,8.0,15.0,1.0
21,9,5.5039520263671875,5.328000068664551,4.342167377471924,4.0,11.0,22.0,1.0
21,10,3.185060977935791,3.1740000247955322,2.648721218109131,2.0,7.0,12.0,1.0
21,11,4.550546169281006,4.531000137329102,3.785900115966797,3.0,10.0,16.0,1.0
21,12,3.2513387203216553,3.1089999675750732,2.5696535110473633,2.0,6.0,12.0,1.0
21,13,4.195571422576904,4.130000114440918,3.6065359115600586,3.0,9.0,17.010000228881836,1.0
21,14,3.615286350250244,3.619999885559082,2.8024275302886963,3.0,7.0,14.0,1.0
21,15,3.941728115081787,3.8259999752044678,3.1256556510925293,3.0,8.0,14.010000228881836,1.0
21,16,4.034621715545654,3.986999988555908,3.3563120365142822,3.0,8.0,15.010000228881836,1.0
21,17,5.406402111053467,5.420000076293945,4.504397869110107,4.0,11.0,20.0,1.0
21,18,4.211350917816162,3.992000102996826,3.5168075561523438,3.0,8.0,17.0,1.0
21,19,5.330565929412842,5.251999855041504,4.5915679931640625,4.0,12.0,21.010000228881836,1.0
21,20,2.017979383468628,1.968999981880188,1.8836238384246826,1.0,4.0,10.010000228881836,1.0
21,22,2.804610252380371,2.812000036239624,2.8011882305145264,2.0,6.0,14.010000228881836,1.0
21,23,3.5792009830474854,3.4189999103546143,2.9460887908935547,2.0,7.0,16.0,1.0
21,24,4.1038126945495605,4.21999979019165,3.613530158996582,3.0,9.0,18.0,1.0
21,25,5.19303035736084,5.313000202178955,4.7141313552856445,4.0,11.0,22.010000228881836,1.0
21,26,3.4841766357421875,3.490000009536743,2.4983794689178467,3.0,7.0,12.0,1.0
21,27,4.842929363250732,4.956999778747559,4.0638837814331055,4.0,10.0,20.0,1.0
21,28,3.3302178382873535,3.2939999103546143,2.8042047023773193,3.0,7.0,13.010000228881836,1.0
21,29,4.875148296356201,4.940999984741211,4.353104591369629,4.0,11.0,19.010000228881836,1.0
21,30,3.8314857482910156,4.001999855041504,3.5355334281921387,3.0,9.0,17.0,1.0
21,31,3.2020115852355957,3.1440000534057617,2.39400577545166,2.0,7.0,11.0,1.0
21,32,3.6918210983276367,3.763000011444092,3.690099000930786,2.0,9.0,18.0,1.0
21,33,4.63170051574707,4.640999794006348,4.405918598175049,3.0,10.0,20.010000228881836,1.0
21,34,2.986104965209961,3.134999990463257,2.0690033435821533,3.0,6.0,11.0,1.0
21,35,3.929065465927124,3.8359999656677246,3.7747983932495117,3.0,9.0,19.0,1.0
21,36,3.4425148963928223,3.4059998989105225,2.537156581878662,3.0,7.0,13.0,1.0
21,37,4.318668842315674,4.285999774932861,3.734461784362793,3.0,9.0,18.0,1.0
21,38,3.411538600921631,3.4579999446868896,2.8036110401153564,3.0,7.0,13.010000228881836,1.0
21,39,3.270040512084961,3.437000036239624,3.4008867740631104,2.0,8.0,16.0,1.0
21,40,3.6344103813171387,3.6640000343322754,2.953828811645508,3.0,7.0,14.0,1.0
21,41,4.284431457519531,4.486999988555908,4.7732415199279785,3.0,10.0,24.0,1.0
21,42,2.820969581604004,2.7179999351501465,2.708223581314087,1.0,6.0,13.0,1.0
21,43,4.305529594421387,4.377999782562256,3.6020987033843994,3.0,9.0,18.0,1.0
21,44,3.2474920749664307,3.200000047683716,2.7914154529571533,2.0,7.0,13.010000228881836,1.0
21,45,5.166219234466553,5.170000076293945,4.399897575378418,4.0,11.0,21.010000228881836,1.0
21,46,4.046971321105957,4.0929999351501465,2.866417646408081,3.0,8.0,14.0,1.0
21,47,3.9602975845336914,3.8570001125335693,2.8175435066223145,3.0,7.0,14.0,1.0
21,48,3.6835572719573975,3.694999933242798,3.2024953365325928,3.0,8.0,15.0,1.0
21,49,4.634293079376221,4.580999851226807,3.3966805934906006,4.0,9.0,16.0,1.0
21,50,3.3660244941711426,3.4260001182556152,2.439779281616211,3.0,7.0,13.0,1.0
21,51,4.828653335571289,4.947000026702881,3.616654396057129,4.0,9.0,18.0,1.0
21,52,3.6292331218719482,3.6029999256134033,2.7895145416259766,3.0,7.0,14.0,1.0
21,53,5.100199222564697,5.031000137329102,3.5315773487091064,4.0,10.0,17.010000228881836,1.0
21,54,3.446597099304199,3.505000114440918,2.0459656715393066,3.0,6.0,10.010000228881836,1.0
21,55,3.31685471534729,3.2360000610351562,2.2463979721069336,3.0,6.0,11.0,1.0
21,56,3.5385947227478027,3.506999969482422,2.371065378189087,3.0,7.0,11.0,1.0
21,57,4.259458541870117,4.210000038146973,2.677293539047241,4.0,8.0,14.0,1.0
21,58,3.267772674560547,3.2279999256134033,1.9141619205474854,3.0,6.0,9.010000228881836,1.0
21,59,4.471827507019043,4.584000110626221,2.9928157329559326,4.0,8.100000381469727,13.010000228881836,1.0
21,60,3.1297152042388916,3.1559998989105225,2.096583843231201,3.0,6.0,11.0,1.0
21,61,4.083146095275879,4.111000061035156,2.6204349994659424,4.0,8.0,12.010000228881836,1.0
21,62,3.1377081871032715,3.2109999656677246,1.9231430292129517,3.0,5.0,10.0,1.0
21,63,3.6734445095062256,3.63700008392334,2.8251070976257324,3.0,8.0,12.0,1.0
21,64,1.4358463287353516,1.4620000123977661,0.6328949332237244,1.0,2.0,3.009999990463257,1.0
22,0,42.326072692871094,41.650001525878906,27.335973739624023,34.5,78.0999984741211,130.00999450683594,1.0
22,1,29.693063735961914,29.91699981689453,20.59849739074707,25.0,57.0,98.02999877929688,1.0
22,2,19.854721069335938,20.46500015258789,15.984079360961914,16.0,42.0,76.01000213623047,1.0
22,3,17.6685733795166,17.38599967956543,14.093650817871094,14.0,35.0,63.02000045776367,1.0
22,4,10.087924003601074,9.812000274658203,7.556100845336914,8.0,19.0,37.0,1.0
22,5,8.961742401123047,8.611000061035156,6.639101982116699,7.0,17.0,31.020000457763672,1.0
22,6,6.626788139343262,6.870999813079834,4.990025997161865,6.0,14.0,23.0,1.0
22,7,4.938488006591797,4.889999866485596,3.6918694972991943,4.0,10.0,17.0,1.0
22,8,4.299307346343994,4.4120001792907715,3.424070119857788,3.0,8.0,17.0,1.0
22,9,5.321179389953613,5.421999931335449,4.789563179016113,4.0,12.0,23.0,1.0
22,10,3.556318998336792,3.6089999675750732,2.8418514728546143,3.0,7.0,14.010000228881836,1.0
22,11,4.833251476287842,4.6519999504089355,3.79221510887146,3.0,9.0,18.010000228881836,1.0
22,12,3.4690942764282227,3.4730000495910645,2.6232175827026367,3.0,7.0,12.0,1.0
22,13,4.531176567077637,4.418000221252441,3.678488254547119,3.0,9.0,18.0,1.0
22,14,3.6542282104492188,3.628000020980835,2.6592509746551514,3.0,7.0,13.0,1.0
22,15,3.642642021179199,3.5280001163482666,2.915684700012207,3.0,7.0,14.0,1.0
22,16,4.184824466705322,4.111000061035156,3.2113358974456787,3.0,8.100000381469727,16.0,1.0
22,17,5.563899040222168,5.3420000076293945,4.146207332611084,4.0,11.0,19.010000228881836,1.0
22,18,4.622029781341553,4.60699987411499,3.6573967933654785,4.0,9.0,18.010000228881836,1.0
22,19,5.990628242492676,5.839000225067139,4.95308780670166,4.0,12.0,22.0,1.0
22,20,4.125855922698975,4.169000148773193,3.0816290378570557,3.0,8.0,16.0,1.0
22,21,4.028303623199463,3.9019999504089355,3.919234275817871,3.0,9.0,19.010000228881836,1.0
22,23,2.607846736907959,2.4839999675750732,2.2811713218688965,2.0,5.0,12.0,1.0
22,24,3.82458233833313,3.890000104904175,3.596094846725464,3.0,8.0,18.0,1.0
22,25,5.287389755249023,5.547999858856201,4.804757595062256,4.0,11.0,24.010000228881836,1.0
22,26,3.3610291481018066,3.5429999828338623,2.875439167022705,3.0,7.0,14.0,1.0
22,27,5.024711608886719,4.835000038146973,3.882753610610962,4.0,9.0,19.010000228881836,1.0
22,28,3.2622482776641846,3.180000066757202,2.5317187309265137,2.0,6.0,13.010000228881836,1.0
22,29,4.692668914794922,4.747000217437744,4.115700721740723,3.0,10.0,20.010000228881836,1.0
